UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7764,L55356,L,300.4,312.6,1935,47.4,61,0,0,0,0,0,0
8866,H31303,M,298.6,308.3,1665,48.6,18,0,0,0,0,0,0
3688,L54920,M,300.4,309.2,1461,46,111,0,0,0,0,0,0
2318,M23449,M,299.2,310,1441,34.4,166,0,0,0,0,0,0
4349,L55332,L,301.4,311.3,1468,60.4,87,1,0,0,0,0,0
7269,L54327,L,298.8,310.1,1803,18,197,0,0,0,0,0,0
8957,H39392,H,297.6,307.3,1419,33.8,49,0,0,0,0,0,0
4109,H35319,L,304.1,313,1509,45.8,13,0,0,0,0,0,0
6795,L53743,L,300.7,312.1,1813,15.6,97,0,0,0,0,0,0
1,H33783,L,298.3,310.1,1439,51.6,211,1,0,0,0,0,0
7411,L53048,L,301.9,311.4,1364,48.9,76,0,0,0,0,0,0
5382,M16280,L,298.4,309,1420,52.8,203,0,0,0,0,1,0
1062,L47628,L,297.4,305.7,1486,27.3,48,0,0,0,0,0,0
5720,L52733,L,302.7,311.7,1414,56.7,68,0,0,0,0,0,0
498,L47672,M,298.7,309.4,1369,46.4,128,0,0,0,0,0,0
3060,L48676,M,299.1,311.1,1435,55.2,115,0,0,0,0,0,0
3489,L54715,L,302.1,311.1,1757,28.8,33,0,0,0,0,0,0
8670,M20867,L,300.9,312.3,1693,44.7,37,0,0,0,0,0,0
3521,L48962,L,298.8,311.4,1328,48.9,191,0,0,0,0,0,0
1697,L50392,L,299.3,310.1,1349,35.8,162,0,0,0,0,0,0
2303,L47954,L,301.8,307.7,1537,53.9,62,0,0,0,0,0,0
5604,L53355,L,301.9,309.2,2179,59.6,218,1,0,0,0,0,0
2638,L48968,L,298.2,311.3,1654,40.4,192,0,0,0,0,0,0
580,L47327,L,298.2,307.6,1391,61.3,138,0,0,0,0,0,0
7902,L50604,L,300.8,309.1,1365,53.9,135,0,0,0,0,0,0
8546,L48968,H,298.1,308.9,1557,30.4,75,0,0,0,0,0,0
1,L55626,L,297.2,308.3,1550,60.1,59,0,0,0,0,0,0
8674,L54377,M,300.7,309.4,1570,47.2,25,0,0,0,0,0,0
8346,L56642,L,297.2,308.6,1698,54.9,52,0,0,0,0,0,0
6006,L54123,L,300.3,311.9,1425,41.5,50,0,0,0,0,0,0
8688,M23389,L,296.5,309.1,1439,47,32,0,0,0,0,0,0
3131,M18840,M,298.3,307.8,2269,17,70,0,0,0,0,0,0
1178,L47850,L,296.3,307.8,1405,27.4,40,0,0,0,0,0,0
807,L48700,L,299.2,308.3,2512,20.8,202,0,0,0,0,0,0
1673,L54377,L,302.9,311.3,1923,38.9,79,0,0,0,0,0,0
2994,L49652,L,301.6,309.6,1383,57.6,217,0,0,0,0,0,0
1,L47770,L,300.8,309.5,1428,52.3,54,0,0,0,0,0,0
7019,M18933,L,300.4,309,1538,40.3,60,0,0,0,0,0,0
4238,L55251,L,301,310.8,1733,20.3,130,0,0,0,0,0,0
8888,M23133,L,297.8,309.1,1787,26.3,203,0,0,0,0,0,0
288,H30620,L,302.6,307.7,1638,33.4,171,0,0,0,0,0,0
3302,L49754,L,302.2,309.4,1716,44.9,193,0,0,0,0,0,0
2730,L48962,M,298.4,312,1313,50.4,32,0,0,0,0,0,0
7136,L52782,H,303.9,309.8,1326,46.2,79,0,0,0,0,0,0
3650,M22532,L,301,310.8,1623,55.1,201,0,0,0,0,0,0
1126,L48941,L,297.3,307.7,1762,35.9,215,0,0,0,0,0,0
1071,H29734,L,298.9,310.3,1547,20.3,147,0,0,0,0,0,0
760,L47548,L,298.9,307.6,1556,37.9,150,0,0,0,0,0,0
909,L50935,M,301.5,311.1,1899,29.7,88,0,0,0,0,0,0
8324,L53260,L,300.5,310.5,2052,26.7,53,0,0,0,0,0,0
7320,M21814,L,299.9,310.6,1321,51.6,80,0,0,0,0,0,0
8354,L56845,M,298.1,308.3,1442,60.3,85,0,0,0,0,0,0
9333,M21690,L,299.1,308.1,1525,38.5,169,0,0,0,0,1,0
7419,M18412,L,300.7,310.3,1816,19.1,12,0,0,0,0,0,0
8713,M21414,M,300.4,310.9,1510,39.4,59,0,0,0,0,0,0
2556,L54763,L,300.7,310.4,1634,43.2,178,0,0,0,0,0,0
8078,L53659,H,301,310.5,1510,39.1,39,0,0,0,0,0,0
197,L47648,L,298.9,306.4,1533,41.6,108,0,0,0,0,0,0
5727,M20497,M,298.6,309.7,1408,41.1,63,0,0,0,0,0,0
3198,H37262,L,300,310.9,1276,42.2,83,0,0,0,0,0,0
247,L47274,L,298.6,307.7,1668,36.2,70,0,0,0,0,0,0
4903,L51801,M,303.8,311.2,1355,46.5,187,0,0,0,0,0,0
9028,L56489,M,299,309.5,1508,38.7,81,0,0,0,0,0,0
6889,L57157,L,297.4,308.6,2462,26,142,0,0,0,0,0,0
7299,L55348,M,300.9,310.7,1686,21,35,0,0,0,0,0,0
1124,L50936,L,300.2,310.1,1375,38.8,105,0,0,0,0,0,0
9038,M23393,L,301.8,309,1920,23.3,12,0,0,0,0,0,0
4632,M21496,M,302,312.8,1667,31.6,85,0,0,0,0,0,0
7273,L54716,L,301.6,310.2,1434,56.9,96,0,0,0,0,0,0
8645,L54365,L,302.6,310.8,1668,33.7,83,0,0,0,0,0,0
3506,L50928,L,301.3,311.5,1618,15.7,85,0,0,0,0,0,0
2045,L54209,L,302.7,311.4,1305,50,66,0,0,0,0,0,0
2532,L53902,L,300.9,311.4,1542,39.3,104,0,0,0,0,0,0
2971,M18906,L,299.1,311.4,1419,43.9,168,0,0,0,0,0,0
1,L50190,L,299,308.1,2236,37.3,130,0,0,0,0,0,0
7620,M22476,M,302,310.2,1431,42,111,0,0,0,0,0,0
5196,L55256,L,300.6,311.7,1645,30.8,185,0,0,0,0,0,0
525,M17741,M,297,309.7,1559,23,87,0,0,0,0,0,0
3441,M18936,L,302.6,310.9,1593,43.1,141,0,0,0,0,0,0
521,L47799,M,297.5,307.4,1368,46.8,60,0,0,0,0,0,0
5473,L51534,L,303,311.9,1398,61.4,58,1,0,0,1,0,0
6186,H35550,L,303.9,312.9,1440,49.3,133,0,0,0,0,0,0
7932,M24781,L,298.2,309.3,1347,29.9,88,0,0,0,0,0,0
2017,H30263,M,299.3,308,1604,30.4,149,0,0,0,0,0,0
3826,L54715,L,301.3,311.6,1554,52,33,0,0,0,0,0,0
739,H32038,L,296.9,309,1605,26.6,115,0,0,0,0,0,0
699,L47897,M,298.8,308.3,1465,61,198,0,0,0,0,0,0
7850,M24321,M,297.7,312.7,1371,49.3,117,0,0,0,0,0,0
2900,M17366,L,299.1,311.3,1701,31.3,130,0,0,0,0,0,0
1177,L47567,M,299.7,308.5,2030,11.8,199,0,0,0,0,0,0
1136,M15488,M,301,311.3,1377,43.7,41,0,0,0,0,0,0
7529,L50539,L,300.6,313.4,1428,43.4,93,0,0,0,0,0,0
1,L47660,L,298,308.2,1472,64.7,118,0,0,0,0,0,0
2716,L47766,L,302.2,309.5,1688,26.4,109,0,0,0,0,0,0
3808,L51329,L,302.6,311.2,1421,33.2,208,0,0,1,0,0,0
4446,L54895,L,301,311,1838,30.3,201,0,0,0,0,0,0
7513,M21551,L,300,310.7,1450,46.7,25,0,0,0,0,0,0
8138,M20686,M,303.7,312.3,1440,45.6,93,0,0,0,0,0,0
7710,M20859,L,302.4,311.1,1457,21.7,58,0,0,0,0,0,0
1295,L48704,L,298.9,312.6,1686,20.1,182,0,0,0,0,0,0
5317,L51758,L,302.6,312.5,1449,40.5,49,0,0,0,0,0,0
3344,M18424,L,301.4,311.3,1344,39.8,56,0,0,0,0,0,0
2726,L50968,M,300.9,310.6,1672,36.7,30,0,0,0,0,0,0
4107,L50526,L,302.3,310.8,1778,24,218,0,0,0,0,0,0
2734,L51135,M,301.7,311.2,1845,40.3,15,0,0,0,0,0,0
8846,M24395,L,299.3,309,1626,48.5,152,0,0,0,0,0,0
2461,L47834,L,303.5,308.1,1664,28.4,106,0,0,0,0,0,0
433,L51810,H,303.1,308,1480,41.3,58,0,0,0,0,0,0
7506,M20997,L,303.5,312.7,1415,48.3,42,0,0,0,0,0,0
735,L47786,H,303.3,308.1,1379,49,82,0,0,0,0,0,0
4535,L52561,L,304.2,313.1,1908,31.5,188,0,0,0,0,0,0
623,L49133,L,298,307.6,1367,63.1,110,0,0,0,0,0,0
349,L50992,M,300.4,308.9,1432,28.5,10,0,0,0,0,0,0
7798,L54865,L,300.9,310.7,1431,46,191,0,0,0,0,0,0
3406,M17357,M,302.8,308.9,2608,47.2,44,0,0,0,0,0,0
5587,L52978,M,300.7,311.1,1367,49.3,92,0,0,0,0,0,0
4362,H34536,M,304.4,312.8,1492,37.4,85,0,0,0,0,0,0
379,M15002,L,299,308.4,1565,28.3,240,0,0,0,0,0,0
8680,L56885,M,297.8,309.7,1555,38.9,122,0,0,0,0,0,0
750,L48152,M,299,307.8,1781,33.5,79,0,0,0,0,0,0
7835,L55705,L,298.7,309.4,1447,43.4,145,0,0,0,0,0,0
8077,M18469,L,300.4,309,1693,37.2,70,0,0,0,0,0,0
8116,L53050,L,302.7,311.5,1612,36.8,223,0,0,0,0,0,0
6723,L55364,L,300.6,310.4,1685,39.7,27,0,0,0,0,0,0
2211,M18936,L,300.8,311.5,1373,56.3,130,0,0,0,0,0,0
3826,L52314,L,304.5,309.9,1424,48.6,175,0,0,0,0,0,0
4517,L52988,L,304.2,313.5,1699,30,157,0,0,0,0,0,0
8618,L52279,L,297.7,308,1664,50.6,62,0,0,0,0,0,0
1395,L48605,L,298.6,307.7,1552,30.4,62,0,0,0,0,0,0
6328,L55125,L,300.8,311,1410,47.8,24,0,0,0,0,0,0
5523,M19056,L,303,310.4,1736,30.3,165,0,0,0,0,0,0
7206,M22680,H,300.7,310.7,1343,50.1,213,0,0,0,0,0,0
9385,H39228,M,297.1,308.9,1363,63.4,60,0,0,0,0,0,0
8647,L56868,L,298.3,311.2,1607,23.9,21,0,0,0,0,0,0
2771,L50490,L,298.6,310.5,2082,19.3,48,0,0,0,0,0,0
625,M15279,L,299.1,308.5,1454,58,94,0,0,0,0,0,0
7722,L53704,L,300.6,309.8,1353,55.2,56,0,0,0,0,0,0
5195,L53748,L,300.8,311.1,1395,48.6,134,0,0,0,0,0,0
1598,H30574,L,298.8,307.7,1683,19.1,219,0,0,0,0,0,0
7922,H30587,M,298.7,309.5,1408,29.3,89,0,0,0,0,0,0
9191,L56865,L,297.3,309.2,1390,47.3,75,0,0,0,0,0,0
9079,L53658,L,299,310.5,1627,33.7,101,0,0,0,0,0,0
8875,M24472,H,299.3,309.1,1399,62.7,122,0,0,0,0,0,0
4369,L50092,L,300.9,310,1443,56.4,39,0,0,0,0,0,0
2271,L49877,L,297.3,311.1,1441,32.6,48,0,0,0,0,0,0
1101,L49211,L,297.7,307.7,1352,67,81,0,0,0,0,0,0
7002,L53962,L,300.4,312.1,1426,53.4,95,0,0,0,0,0,0
1273,L47384,L,299,307.7,1532,19.1,120,0,0,0,0,0,0
4370,L51140,L,300.8,310.5,1831,47.8,55,0,0,0,0,0,0
2681,L47844,L,300.5,310.5,1693,32.5,63,0,0,0,0,0,0
7843,H38969,M,298.2,309.7,1382,61,48,0,0,0,0,0,0
3626,L55358,L,300.5,310.7,1653,33.8,96,0,0,0,0,0,0
4192,L51563,L,301.6,309.6,1439,47.1,198,0,0,0,0,0,0
5247,H37108,L,301.9,311.2,1556,41.2,158,0,0,0,0,0,0
4822,L48684,L,297.5,311.8,1462,42.7,153,0,0,0,0,0,0
7459,L53134,L,303.7,311.6,1745,49.7,140,0,0,0,0,0,0
5665,M19816,L,303.9,312.8,1453,56,49,0,0,0,0,0,0
8867,L55162,L,297.2,306.6,1808,56.5,135,0,0,0,0,0,0
3014,L54200,L,302.5,311.1,1395,41.7,13,0,0,0,0,0,0
4247,L52984,L,301.1,312,1662,34.3,128,0,0,0,0,0,0
3776,L54241,L,302.4,311.2,1599,35.8,179,0,0,0,0,0,0
164,L47936,L,297,307.9,1360,41.1,149,0,0,0,0,0,0
6327,L52733,L,303.5,312.9,1459,64.2,88,0,0,0,0,0,0
7877,M20965,L,298.5,309.9,1395,51.1,31,0,0,0,0,0,0
2272,L54889,L,301.3,309.6,1334,52.6,66,0,0,0,0,0,0
486,L48753,L,298.5,309.1,1557,44.2,103,0,0,0,0,0,0
2978,M16639,L,297.5,311.7,1591,38.7,182,0,0,0,0,0,0
3220,L55212,L,302.7,311.2,1710,46.2,41,0,0,0,0,0,0
7226,M14921,L,297.5,308.5,1850,26.5,51,0,0,0,0,0,0
6623,H35028,L,301.6,309.3,1532,26.2,49,0,0,0,0,0,0
7070,L47629,L,297,309.3,1415,66.9,16,1,0,0,0,0,0
2904,M21590,M,301.9,310.8,1432,50.7,51,0,0,0,0,0,0
6192,L55228,L,300.9,311.7,1456,44.7,153,0,0,0,0,0,0
3656,L54836,L,300.7,311.4,1531,30.3,99,0,0,0,0,0,0
1442,M22648,L,302.7,311.3,1747,35.3,98,0,0,0,0,0,0
452,L48012,H,297.8,309.1,1385,63.8,212,0,0,0,0,0,0
3002,M22664,M,301,311.1,1365,54.9,193,0,0,0,0,0,0
348,M14865,L,298.6,309.1,1452,52.9,81,0,0,0,0,0,0
3564,M21722,L,302.5,309.6,1458,49.6,99,0,0,0,0,0,0
3754,M22764,L,300.5,311.3,1693,30,163,0,0,0,0,0,0
823,L55027,L,300.3,310.3,1520,38,100,0,0,0,0,0,0
172,L48154,L,299.2,308.5,1444,49.3,133,0,0,0,0,0,0
5734,M22730,L,303.9,310.6,1367,43.6,94,0,0,0,0,0,0
8340,M19307,L,298.1,309.4,1240,68.8,100,1,0,0,0,1,0
5343,M15822,L,299.2,311.6,1466,40.4,53,0,0,0,0,0,0
5688,M14906,L,303.8,307.7,1894,21.9,85,0,0,0,0,0,0
7457,M21372,L,300.5,311.1,1419,45.1,193,0,0,0,0,0,0
4656,H35390,L,302.8,312.9,1557,35.3,178,0,0,0,0,0,0
8338,H39125,M,298.9,309.5,1470,43.2,50,0,0,0,0,0,0
1,H29909,L,297.7,307.8,1390,55.5,152,0,0,0,0,0,0
9157,M24827,M,298.3,308.6,1276,66.8,37,0,0,0,0,0,0
7990,M16614,L,298.7,309.7,1361,47.3,149,0,0,0,0,0,0
8223,M21397,L,300,311.1,1648,38.6,107,0,0,0,0,0,0
1133,M15136,L,298.3,308,1508,29.3,93,0,0,0,0,0,0
3289,M20732,L,302.5,312.5,1424,59.6,155,0,0,0,0,0,0
7417,L53695,L,298.6,307.4,1418,40.5,48,0,0,0,0,0,0
1136,H33389,H,300.6,311.1,1312,54.4,97,0,0,0,0,0,0
4769,M15377,L,297.9,308.2,1643,24.8,59,0,0,0,0,0,0
3474,M16639,M,298.3,312.5,1664,62,207,0,0,0,0,0,0
9042,L57146,M,299.3,307.9,1359,41.3,80,0,0,0,0,0,0
5547,H34990,L,301.2,311.2,1445,42.9,152,0,0,0,0,0,0
5397,L53601,L,300.7,310.3,1681,45.3,42,0,0,0,0,0,0
4974,M23135,L,303.9,311.5,1411,44.6,113,0,0,0,0,0,0
70,L47402,L,299.3,309.9,1369,47.7,111,0,0,0,0,0,0
2814,L54359,L,302.2,309.9,1446,46.6,73,0,0,0,0,0,0
2560,L54776,L,300.8,311.7,1383,38.3,99,0,0,0,0,0,0
1653,L50668,L,298.5,309.4,1425,61.2,203,0,0,0,0,0,0
4895,H34028,L,303.6,311.6,1591,52.5,58,0,0,0,0,0,0
3269,L55364,L,300.4,311.1,1441,22.2,65,0,0,0,0,0,0
862,L48145,L,296.5,308.2,2886,19.1,88,0,0,0,0,0,0
4554,L51314,L,304.1,311.2,1438,51.7,181,0,0,0,0,0,0
6153,L54629,L,300.4,311.4,1786,51.1,50,0,0,0,0,0,0
9215,H38233,L,297.7,308,1463,26.4,79,0,0,0,0,0,0
2677,L49720,L,300.6,309.8,1429,29.7,31,0,0,0,0,0,0
1918,L49386,L,300.1,309.4,1367,24.9,45,0,0,0,0,0,0
8503,L56993,L,297.7,307.6,1564,58.5,39,0,0,0,0,0,0
4009,L51004,L,301.2,310.6,1792,21.7,64,0,0,0,0,0,0
8833,L51211,L,300.3,310.4,1890,15.3,119,0,0,0,0,0,0
6799,L54873,L,300.8,310.8,1410,53.4,205,0,0,0,0,0,0
2344,L55151,L,303,311.6,1662,35.3,89,0,0,0,0,0,0
715,L47304,L,300.5,308.9,1764,38.5,223,0,0,0,0,0,0
1994,L53690,L,302.3,309.8,1381,39.2,192,0,0,0,0,0,0
2332,H37282,L,302.4,311.2,1559,32.5,212,0,0,0,0,0,0
3914,M20674,L,302.9,312,1377,55.5,77,0,0,0,0,0,0
5098,L51360,L,302.4,312.6,1786,25.1,92,0,0,0,0,0,0
6421,M19482,L,302.7,311.6,1365,50,192,0,0,0,0,0,0
5469,M19546,L,298.7,309.9,1916,40,106,0,0,0,0,0,0
8141,L53123,L,300.7,310.9,1491,37.4,94,0,0,0,0,0,0
914,M17836,L,298.4,309,1550,31,45,0,0,0,0,0,0
8794,L57002,L,298.5,308.2,1365,56.3,209,0,0,0,0,0,0
1713,M14873,L,299,309,1796,19.9,170,0,0,0,0,0,0
1708,M17868,L,298.3,310.3,1716,43.9,43,0,0,0,0,0,0
9448,H39384,L,298,309.1,1385,62.9,99,0,0,0,0,0,0
9380,M23514,M,298.3,308.8,1724,21.1,60,0,0,0,0,0,0
8964,L57121,L,298.2,309.7,1296,52.6,219,0,0,0,0,0,0
8899,L56609,L,298.9,307.9,1451,58.3,204,0,0,0,0,0,0
8023,M24842,H,297.4,311.4,1959,19.9,57,0,0,0,0,0,0
3898,L49745,L,300.3,309.3,1686,57.8,102,0,0,0,0,0,0
302,L47830,L,300.3,309,1385,48.4,98,0,0,0,0,0,0
467,M15856,L,297.5,307.9,1420,52.1,144,0,0,0,0,0,0
2588,L47309,L,298.7,309.3,1294,43.6,179,0,0,0,0,0,0
6474,M21417,L,300.7,310.4,1577,27.5,155,0,0,0,0,0,0
265,L47384,L,297.7,307.7,1822,35.3,147,0,0,0,0,0,0
2894,H37236,L,300.9,311.8,1537,46.4,164,0,0,0,0,0,0
1,H30660,L,299.2,308.9,1488,49.3,75,0,0,0,0,0,0
2819,L55032,L,301.7,311.3,1734,23.2,57,0,0,0,0,0,0
8707,H35124,L,299.1,309.4,1630,34.5,46,0,0,0,0,0,0
8455,L54361,L,300.9,310.5,1392,35.9,43,0,0,0,0,0,0
827,H31473,L,299.3,310.4,1346,51.6,212,0,0,0,0,0,0
9603,L56599,M,298.5,308.1,1784,25.9,32,0,0,0,0,0,0
7236,H33139,M,301.1,311.2,1310,64.7,82,0,0,0,0,0,0
7834,L47898,L,299.1,311.1,1477,50.6,93,0,0,0,0,0,0
4366,L54832,L,302.3,311,1337,55.6,57,0,0,0,0,0,0
2259,L50931,L,300.6,308.7,1730,27.7,49,0,0,0,0,0,0
1,M23185,L,298.1,308.4,1385,65.3,97,0,0,0,0,0,0
2639,L51801,L,302.4,312,1440,50.3,87,0,0,0,0,0,0
4848,L51818,L,303.9,313.1,1456,50.3,25,0,0,0,0,0,0
4134,L53863,M,300.8,310.7,1509,18.7,71,0,0,0,0,0,0
3443,L55352,L,300.3,311.2,1664,19.1,69,0,0,0,0,0,0
697,M17972,L,300.9,307.2,1365,62.2,83,0,0,0,0,0,0
487,L47656,L,297.4,307.9,1453,54.2,190,0,0,0,0,0,0
317,L48941,L,302.3,308,1606,23,98,0,0,0,0,0,0
5987,M19428,L,299.1,310.5,1559,39.9,120,0,0,0,0,0,0
9179,H38784,L,299.1,309.2,1642,30.3,65,0,0,0,0,0,0
6359,M22293,M,301.3,310.8,1481,27.9,208,0,0,0,0,0,0
7517,L48700,L,302.2,312.5,1621,30.4,56,0,0,0,0,0,0
8358,L48072,M,298.5,309.1,1510,17,74,0,0,0,0,0,0
4550,H31178,L,297,307.8,1556,44.2,87,0,0,0,0,0,0
923,L50809,L,300.3,311,1534,32.2,225,0,0,0,0,0,0
7229,L49193,L,297.6,312.2,1454,39.1,54,0,0,0,0,0,0
8289,H37958,L,299.5,309.5,1482,53.7,58,0,0,0,0,0,0
1,L48704,L,297.2,308.1,1389,46.1,40,0,0,0,0,0,0
1261,L49368,L,302.2,310.7,1701,14.3,10,0,0,0,0,0,0
2781,L49754,L,301.6,311,1869,42,199,0,0,0,0,0,0
4035,M20352,L,302.4,310.9,2069,25.1,47,0,0,0,0,0,0
9594,L57117,L,298.3,310.9,1751,29,133,0,0,0,0,0,0
2190,L48968,H,298.8,308,1445,56.9,139,0,0,0,0,0,0
285,H30587,L,297.7,307.8,1486,29.7,95,0,0,0,0,0,0
802,L47628,L,298.3,308.3,1478,46.5,139,0,0,0,0,0,0
1,L47662,L,295.6,307.3,1373,48.2,160,0,0,0,0,0,0
6316,L55270,L,301,311.2,1543,43.4,70,0,0,0,0,0,0
7747,M16634,L,298.1,310.9,1590,40.6,58,0,0,0,0,0,0
5415,M19068,M,304.1,313.1,1389,61.9,37,0,0,1,0,0,0
5926,M22451,L,301.3,311.2,1492,37.6,161,0,0,0,0,0,0
3564,L53296,L,303.3,312.6,1551,56.6,12,0,0,0,0,0,0
1078,L49087,M,298.4,308.2,1700,33.8,143,0,0,0,0,0,0
6791,M22570,L,302.4,310.4,1600,35.6,51,0,0,0,0,0,0
1868,L50420,L,300.3,309.3,1592,35.6,211,0,0,0,0,0,0
7462,M23035,L,300.2,310.7,1738,43.3,207,0,0,0,0,0,0
9436,M24192,L,298.2,307.7,1913,24.6,51,0,0,0,0,0,0
4517,M21306,L,301.2,310.8,1393,63.1,57,1,0,0,0,0,0
1,L48968,M,298.7,307.7,1438,54.4,139,0,0,0,0,0,0
3801,M22316,L,301.7,311.1,1377,49,49,0,0,0,0,0,0
8030,M23389,L,298.6,311.2,1598,44.6,57,0,0,0,0,0,0
7935,L55582,L,298,309.7,1371,39.5,104,0,0,0,0,0,0
5792,L54639,L,303.2,310.4,1448,27.2,85,0,0,0,0,0,0
4658,L51442,L,302.4,313.2,1396,65.8,83,0,0,1,0,0,0
4785,M20475,L,302.7,312.4,1341,56.6,45,0,0,0,0,0,0
6877,M23547,L,297.8,308.6,1417,43.4,80,0,0,0,0,0,0
2226,L48686,L,297.3,307.8,1408,55.9,60,0,0,0,0,0,0
4853,L51330,L,301.8,311.3,1660,44.8,64,0,0,0,0,0,0
324,L47644,L,298.8,310.7,1615,26.2,192,0,0,0,0,0,0
617,L49972,L,302.1,308.8,1402,50.5,85,0,0,0,0,0,0
9134,L49145,H,298.9,310.4,1482,55.4,78,0,0,0,0,0,0
4921,L51247,H,300.5,309.1,1527,26.8,58,0,0,0,0,0,0
1404,L50735,L,300.7,307.7,1727,22.9,62,0,0,0,0,0,0
1641,L48438,L,299,307,2012,27,75,0,0,0,0,0,0
384,L51281,L,298.3,309.2,1774,18.5,78,0,0,0,0,0,0
2439,M18584,L,297.9,307.8,1590,35.1,193,0,0,0,0,0,0
1863,M14865,L,298.8,309.1,1847,46.2,223,0,0,0,0,0,0
1234,M18424,L,298.2,310.7,1303,59.8,90,0,0,0,0,0,0
9585,M23393,L,298,309.5,1477,46.4,44,0,0,0,0,0,0
6961,M19210,L,303.8,312.3,1689,28.2,76,0,0,0,0,0,0
4539,M22004,M,300.7,310.3,1399,50.8,176,0,0,0,0,0,0
2039,M18688,H,301.6,309.6,1723,12.4,70,0,0,0,0,0,0
4358,L52352,L,298.1,310.6,1485,21.8,35,0,0,0,0,0,0
5243,L52833,L,304,310.9,1620,47.2,174,0,0,0,0,0,0
7889,H37231,L,299.7,310.9,1361,48.9,98,0,0,0,0,0,0
9362,L56489,L,299.3,308.3,1509,22.1,67,0,0,0,0,0,0
2191,L47256,L,299.2,309.3,1463,46.7,180,0,0,0,0,0,0
7193,L47634,L,299.2,309.1,1675,41.2,82,0,0,0,0,0,0
6819,L48915,L,299.7,311,1365,48.6,166,0,0,0,0,0,0
7104,L49707,M,299.4,308.9,1332,36.2,56,0,0,0,0,0,0
933,M18691,M,302,307.7,1567,28.4,129,0,0,0,0,0,0
91,L47885,L,297.5,307.7,1456,24.9,116,0,0,0,0,0,0
3807,L55017,M,300.4,310.5,1622,50.4,86,0,0,0,0,0,0
8831,L48222,L,300.5,311.1,1433,47,61,0,0,0,0,0,0
6476,M21261,L,302.7,309.4,1463,63.7,56,0,0,0,0,0,0
7148,M22783,L,302,311,1413,61.1,62,0,0,0,0,0,0
8081,H37108,L,300.5,310.5,1436,38.4,47,0,0,0,0,0,0
5123,L52010,L,302.3,313.3,1470,49.6,61,0,0,0,0,0,0
1,L47595,L,298,307.7,1419,39.4,169,0,0,0,0,0,0
4030,H37108,H,300.7,311.6,1849,36.9,65,0,0,0,0,0,0
7119,L50996,L,300.2,311.8,1396,62.7,84,0,0,0,0,0,0
8140,L48172,L,297.7,307.8,1427,55.3,65,0,0,0,0,0,0
657,M14890,L,297.9,308.1,1731,59.4,37,0,0,0,0,0,0
3282,H37231,L,300.7,309.7,1573,44.8,79,0,0,0,0,0,0
5580,L55096,L,302.2,310.5,1604,14.6,169,0,0,0,0,0,0
1702,L48683,L,298.7,310.5,1399,69.1,83,0,0,0,0,0,0
7276,M23035,L,300.9,311.1,1591,34.9,20,0,0,0,0,0,0
5966,M21009,L,301,311.2,1416,34.6,62,0,0,0,0,0,0
5089,L49908,L,300.8,308.6,1648,23.8,94,0,0,0,0,0,0
5466,M19056,L,304,312.5,1481,51.4,24,0,0,0,0,0,0
1,H29783,L,298.9,309,1322,50,64,0,0,0,0,0,0
8578,M15407,L,300.2,309,1709,38.8,195,0,0,0,0,0,0
1111,L50769,L,301.7,311.4,1611,36.8,82,0,0,0,0,0,0
2954,M15913,L,301.5,308.3,1801,41.5,49,0,0,0,0,0,0
2704,L47548,M,301.8,309.3,1676,37.8,55,0,0,0,0,0,0
4234,H37236,L,301.8,311.2,1635,25.4,235,0,0,0,0,0,0
2800,L47805,L,302.5,310.3,1348,59.9,86,1,0,1,1,0,0
3391,M22576,L,302.2,312.4,1308,44.2,83,0,0,0,0,0,0
1,L47898,L,297.7,306.9,1518,26.4,108,0,0,0,0,0,0
3081,L52139,L,302.2,311.4,1392,48.6,24,0,0,0,0,0,0
5746,H35833,L,302.4,310.9,1681,19.6,44,0,0,0,0,0,0
8355,L55819,L,298.1,309.2,1468,54.1,41,0,0,0,0,0,0
3856,L54631,L,303.3,311.4,1647,27.2,35,0,0,0,0,0,0
3448,L54873,L,302.7,311.6,1529,48.6,84,0,0,0,0,0,0
2689,L47825,L,298.4,311.3,1664,37.9,62,0,0,0,0,0,0
6816,L49814,L,300.8,309,1581,42.3,196,0,0,0,0,0,0
4230,L52796,M,303.4,313.3,1722,32.1,68,0,0,0,0,0,0
4108,L51801,L,304.2,311.4,1435,52.6,83,0,0,0,0,0,0
4828,H34005,L,298.8,309,1617,34.5,171,0,0,0,0,0,0
234,L47660,L,297.6,309.2,1905,22.6,119,0,0,0,0,0,0
7165,L53338,L,300.5,310.2,1695,27.1,153,0,0,0,0,0,0
5961,L54619,L,302.2,310.1,1388,45.6,23,0,0,0,0,0,0
5597,L52977,M,303.8,309.3,1628,46.4,125,0,0,0,0,0,0
1,M15201,L,297.7,309.2,1350,33.1,56,0,0,0,0,0,0
1015,M16854,M,298.1,307.6,2544,20.9,29,0,0,0,0,0,0
7192,L51645,L,301.6,309.7,1456,56.8,85,0,0,0,0,0,0
6820,L56583,L,297.6,310.3,1456,54.3,94,0,0,0,0,0,0
3087,M20024,M,303.5,312.6,1373,53.6,203,0,0,0,0,0,0
7474,L49941,L,300.3,309.4,1365,65.4,205,0,0,0,0,0,0
7088,M22286,L,302.8,311.7,1613,44.3,218,0,0,0,0,0,0
